variable activity subject average_value
tGravityAcc-mean()-Z STANDING 2 0.134865335090728
tGravityAcc-mean()-Z STANDING 4 0.164130896618297
tGravityAcc-mean()-Z STANDING 9 0.104353653032743
tGravityAcc-mean()-Z STANDING 10 -0.05453204484375
tGravityAcc-mean()-Z STANDING 28 -0.0926602648977273
tGravityAcc-mean()-Z STANDING 29 0.208215370043721
tGravityAcc-mean()-Z STANDING 30 0.184343178348037
tGravityAcc-mean()-Z WALKING 1 0.072339870389049
tGravityAcc-mean()-Z WALKING 3 0.0480937904190616
tGravityAcc-mean()-Z WALKING 5 0.0921607197449904
tGravityAcc-mean()-Z WALKING 6 0.0475199990906462
tGravityAcc-mean()-Z WALKING 7 0.0342160711928604
tGravityAcc-mean()-Z WALKING 8 0.177007409196192
tGravityAcc-mean()-Z WALKING_DOWNSTAIRS 17 0.00457967780088496
tGravityAcc-mean()-Z WALKING_DOWNSTAIRS 19 0.233011401195083
tGravityAcc-mean()-Z WALKING_DOWNSTAIRS 21 0.0321851774362745
tGravityAcc-mean()-Z WALKING_DOWNSTAIRS 22 0.266233413475819
tGravityAcc-mean()-Z WALKING_UPSTAIRS 8 0.0328742204443956
tGravityAcc-mean()-Z WALKING_UPSTAIRS 11 0.140209861246835
tGravityAcc-mean()-Z WALKING_UPSTAIRS 14 -0.161179728291022
tGravityAcc-mean()-Z WALKING_UPSTAIRS 15 0.0372897701757012
tGravityAcc-mean()-Z WALKING_UPSTAIRS 16 0.0402075536234973
tGravityAcc-mean()-Z WALKING_UPSTAIRS 17 -0.278195591724138
tGravityAcc-std()-X LAYING 10 -0.964710125
tGravityAcc-std()-X LAYING 12 -0.96738343446875
tGravityAcc-std()-X LAYING 13 -0.967268063455658
tGravityAcc-std()-X LAYING 18 -0.980138675796703
tGravityAcc-std()-X LAYING 20 -0.958201862627119
tGravityAcc-std()-X LAYING 24 -0.975329699658793
tGravityAcc-std()-X SITTING 22 -0.939673766818182
tGravityAcc-std()-X SITTING 23 -0.964393040295699
tGravityAcc-std()-X SITTING 25 -0.950017091344743
tGravityAcc-std()-X SITTING 26 -0.96781789994898
tGravityAcc-std()-X SITTING 27 -0.974620173404255
tGravityAcc-std()-X SITTING 28 -0.974479128592233
tGravityAcc-std()-X STANDING 2 -0.963015508245033
tGravityAcc-std()-X STANDING 4 -0.962636979274448
tGravityAcc-std()-X STANDING 9 -0.958784666180556
tGravityAcc-std()-X STANDING 10 -0.968072754375
tGravityAcc-std()-X STANDING 28 -0.973164266079545
tGravityAcc-std()-X STANDING 29 -0.973282885843023
tGravityAcc-std()-X STANDING 30 -0.974319118563969
tGravityAcc-std()-X WALKING 1 -0.959859435936599
tGravityAcc-std()-X WALKING 3 -0.966457565630499
tGravityAcc-std()-X WALKING 5 -0.964629108807947
tGravityAcc-std()-X WALKING 6 -0.958898709015385
tGravityAcc-std()-X WALKING 7 -0.956538178587662
tGravityAcc-std()-X WALKING 8 -0.974751332424242
tGravityAcc-std()-X WALKING_DOWNSTAIRS 17 -0.969925765014749
tGravityAcc-std()-X WALKING_DOWNSTAIRS 19 -0.958290447861111
tGravityAcc-std()-X WALKING_DOWNSTAIRS 21 -0.965586634460784
tGravityAcc-std()-X WALKING_DOWNSTAIRS 22 -0.959890000367893
tGravityAcc-std()-X WALKING_UPSTAIRS 8 -0.943108468384615
tGravityAcc-std()-X WALKING_UPSTAIRS 11 -0.975394457689873
tGravityAcc-std()-X WALKING_UPSTAIRS 14 -0.941245714736842
tGravityAcc-std()-X WALKING_UPSTAIRS 15 -0.968733398628049
tGravityAcc-std()-X WALKING_UPSTAIRS 16 -0.971156432131148
tGravityAcc-std()-X WALKING_UPSTAIRS 17 -0.993349445862069
tGravityAcc-std()-Y LAYING 10 -0.95504237949495
tGravityAcc-std()-Y LAYING 12 -0.9605729084375
tGravityAcc-std()-Y LAYING 13 -0.953540716850153
tGravityAcc-std()-Y LAYING 18 -0.969542030412088
tGravityAcc-std()-Y LAYING 20 -0.952506793418079
tGravityAcc-std()-Y LAYING 24 -0.96089816664042
tGravityAcc-std()-Y SITTING 22 -0.944104886363636
tGravityAcc-std()-Y SITTING 23 -0.960318907096774
tGravityAcc-std()-Y SITTING 25 -0.901088770963325
tGravityAcc-std()-Y SITTING 26 -0.959713562227041
tGravityAcc-std()-Y SITTING 27 -0.972505174787234
tGravityAcc-std()-Y SITTING 28 -0.959880660436893
tGravityAcc-std()-Y STANDING 2 -0.960033560165563
tGravityAcc-std()-Y STANDING 4 -0.941416800167192
tGravityAcc-std()-Y STANDING 9 -0.949938115208333
tGravityAcc-std()-Y STANDING 10 -0.953455064479167
tGravityAcc-std()-Y STANDING 28 -0.960933256704545
tGravityAcc-std()-Y STANDING 29 -0.964643161017442
tGravityAcc-std()-Y STANDING 30 -0.952288292767624
tGravityAcc-std()-Y WALKING 1 -0.951150627458213
tGravityAcc-std()-Y WALKING 3 -0.9445645371261
tGravityAcc-std()-Y WALKING 5 -0.939973777950331
tGravityAcc-std()-Y WALKING 6 -0.9509348864
tGravityAcc-std()-Y WALKING 7 -0.955312554090909
tGravityAcc-std()-Y WALKING 8 -0.955912054070707
tGravityAcc-std()-Y WALKING_DOWNSTAIRS 17 -0.956590055339233
tGravityAcc-std()-Y WALKING_DOWNSTAIRS 19 -0.95925383425
tGravityAcc-std()-Y WALKING_DOWNSTAIRS 21 -0.969330818455882
tGravityAcc-std()-Y WALKING_DOWNSTAIRS 22 -0.958295670545485
tGravityAcc-std()-Y WALKING_UPSTAIRS 8 -0.944385490274725
tGravityAcc-std()-Y WALKING_UPSTAIRS 11 -0.957138770727848
tGravityAcc-std()-Y WALKING_UPSTAIRS 14 -0.942377305312693
tGravityAcc-std()-Y WALKING_UPSTAIRS 15 -0.956369493993902
tGravityAcc-std()-Y WALKING_UPSTAIRS 16 -0.964727519945355
tGravityAcc-std()-Y WALKING_UPSTAIRS 17 -0.984760977241379
tGravityAcc-std()-Z LAYING 10 -0.927801700555556
tGravityAcc-std()-Z LAYING 12 -0.9468085636875
tGravityAcc-std()-Z LAYING 13 -0.938727880275229
tGravityAcc-std()-Z LAYING 18 -0.959434177692308
tGravityAcc-std()-Z LAYING 20 -0.940981537502825
tGravityAcc-std()-Z LAYING 24 -0.955724566194226
tGravityAcc-std()-Z SITTING 22 -0.92719241
tGravityAcc-std()-Z SITTING 23 -0.934236146612903
tGravityAcc-std()-Z SITTING 25 -0.880682330706602
tGravityAcc-std()-Z SITTING 26 -0.955643363545918
tGravityAcc-std()-Z SITTING 27 -0.959200394414894
tGravityAcc-std()-Z SITTING 28 -0.946447412281553
tGravityAcc-std()-Z STANDING 2 -0.945365383907285
tGravityAcc-std()-Z STANDING 4 -0.941403426072555
tGravityAcc-std()-Z STANDING 9 -0.920554317815972
tGravityAcc-std()-Z STANDING 10 -0.961197428552083
tGravityAcc-std()-Z STANDING 28 -0.945966059659091
tGravityAcc-std()-Z STANDING 29 -0.941621790232558
tGravityAcc-std()-Z STANDING 30 -0.92943263464752
tGravityAcc-std()-Z WALKING 1 -0.925817590867435
tGravityAcc-std()-Z WALKING 3 -0.926966278211144
tGravityAcc-std()-Z WALKING 5 -0.94207867884106
tGravityAcc-std()-Z WALKING 6 -0.937910223507692
tGravityAcc-std()-Z WALKING 7 -0.923304724090909
tGravityAcc-std()-Z WALKING 8 -0.956116882020202
tGravityAcc-std()-Z WALKING_DOWNSTAIRS 17 -0.946280153185841
tGravityAcc-std()-Z WALKING_DOWNSTAIRS 19 -0.94180028475
tGravityAcc-std()-Z WALKING_DOWNSTAIRS 21 -0.953093993308823
tGravityAcc-std()-Z WALKING_DOWNSTAIRS 22 -0.939955773782609
tGravityAcc-std()-Z WALKING_UPSTAIRS 8 -0.905264808527472
tGravityAcc-std()-Z WALKING_UPSTAIRS 11 -0.956812000411392
tGravityAcc-std()-Z WALKING_UPSTAIRS 14 -0.915927846160991
tGravityAcc-std()-Z WALKING_UPSTAIRS 15 -0.947240058048781
tGravityAcc-std()-Z WALKING_UPSTAIRS 16 -0.945294028639344
tGravityAcc-std()-Z WALKING_UPSTAIRS 17 -0.98129168137931
tGravityAccMag-mean() LAYING 10 -0.357419738586162
tGravityAccMag-mean() LAYING 12 -0.559586545675313
tGravityAccMag-mean() LAYING 13 -0.539871637249541
tGravityAccMag-mean() LAYING 18 -0.658370952115385
tGravityAccMag-mean() LAYING 20 -0.517257429345412
tGravityAccMag-mean() LAYING 24 -0.620032665162467
tGravityAccMag-mean() SITTING 22 0.194598717272727
tGravityAccMag-mean() SITTING 23 -0.532754757205108
tGravityAccMag-mean() SITTING 25 -0.583377749713936
tGravityAccMag-mean() SITTING 26 -0.600932264175765
tGravityAccMag-mean() SITTING 27 -0.627947737417819
tGravityAccMag-mean() SITTING 28 -0.644599448147087
tGravityAccMag-mean() STANDING 2 -0.535281800541722
tGravityAccMag-mean() STANDING 4 -0.56158213510694
tGravityAccMag-mean() STANDING 9 -0.505183470509188
tGravityAccMag-mean() STANDING 10 -0.801728673104167
tGravityAccMag-mean() STANDING 28 -0.569569991120455
tGravityAccMag-mean() STANDING 29 -0.553585593347965
tGravityAccMag-mean() STANDING 30 -0.538131194183003
tGravityAccMag-mean() WALKING 1 -0.453632943768818
tGravityAccMag-mean() WALKING 3 -0.563140802770059
tGravityAccMag-mean() WALKING 5 -0.460866415568709
tGravityAccMag-mean() WALKING 6 -0.464770006998123
tGravityAccMag-mean() WALKING 7 -0.511312036747403
tGravityAccMag-mean() WALKING 8 -0.684607146515152
tGravityAccMag-mean() WALKING_DOWNSTAIRS 17 -0.532690252939646
tGravityAccMag-mean() WALKING_DOWNSTAIRS 19 -0.531507362111361
tGravityAccMag-mean() WALKING_DOWNSTAIRS 21 -0.620309259553676
tGravityAccMag-mean() WALKING_DOWNSTAIRS 22 -0.555508409465953
tGravityAccMag-mean() WALKING_UPSTAIRS 8 -0.350982093868132
tGravityAccMag-mean() WALKING_UPSTAIRS 11 -0.542825032813608
tGravityAccMag-mean() WALKING_UPSTAIRS 14 -0.453262620331889
tGravityAccMag-mean() WALKING_UPSTAIRS 15 -0.527285352000488
tGravityAccMag-mean() WALKING_UPSTAIRS 16 -0.616131116889044
tGravityAccMag-mean() WALKING_UPSTAIRS 17 -0.985418968275862
tGravityAccMag-std() LAYING 10 -0.424185928311495
tGravityAccMag-std() LAYING 12 -0.5743864944925
tGravityAccMag-std() LAYING 13 -0.597230982062691
tGravityAccMag-std() LAYING 18 -0.689671890376374
tGravityAccMag-std() LAYING 20 -0.572325820319209
tGravityAccMag-std() LAYING 24 -0.650862147810236
tGravityAccMag-std() SITTING 22 -0.126888896863636
tGravityAccMag-std() SITTING 23 -0.56557562579215
tGravityAccMag-std() SITTING 25 -0.659015505611247
tGravityAccMag-std() SITTING 26 -0.620355788665816
tGravityAccMag-std() SITTING 27 -0.677874152031915
tGravityAccMag-std() SITTING 28 -0.659757363641262
tGravityAccMag-std() STANDING 2 -0.552812545643709
tGravityAccMag-std() STANDING 4 -0.606556049548896
tGravityAccMag-std() STANDING 9 -0.553038255314792
tGravityAccMag-std() STANDING 10 -0.795247255416667
tGravityAccMag-std() STANDING 28 -0.607805066017045
tGravityAccMag-std() STANDING 29 -0.579067216088081
tGravityAccMag-std() STANDING 30 -0.588158111633681
tGravityAccMag-std() WALKING 1 -0.497096402038329
tGravityAccMag-std() WALKING 3 -0.591224780306452
tGravityAccMag-std() WALKING 5 -0.52162345171192
tGravityAccMag-std() WALKING 6 -0.483790606354154
tGravityAccMag-std() WALKING 7 -0.510669879158539
tGravityAccMag-std() WALKING 8 -0.71328703040404
tGravityAccMag-std() WALKING_DOWNSTAIRS 17 -0.606069140132448
tGravityAccMag-std() WALKING_DOWNSTAIRS 19 -0.599552767486306
tGravityAccMag-std() WALKING_DOWNSTAIRS 21 -0.6601960145
tGravityAccMag-std() WALKING_DOWNSTAIRS 22 -0.630466994221472
tGravityAccMag-std() WALKING_UPSTAIRS 8 -0.467415039361538
tGravityAccMag-std() WALKING_UPSTAIRS 11 -0.612882270912658
tGravityAccMag-std() WALKING_UPSTAIRS 14 -0.474058613408978
tGravityAccMag-std() WALKING_UPSTAIRS 15 -0.557147874176037
tGravityAccMag-std() WALKING_UPSTAIRS 16 -0.661719690491803
tGravityAccMag-std() WALKING_UPSTAIRS 17 -0.986826527241379
